#TYPICAL METEOROLOGICAL YEAR (P50) - HOURLY VALUES OF SOLAR RADIATION AND METEOROLOGICAL PARAMETERS
#
#Customer name: FICHTNER GmbH & Co. KG
#Issued: 2019-03-19 10:58
#
#Site name: Abu Dhabi PV2, United Arab Emirates (AE)
#Latitude: 24.133889
#Longitude: 54.520833
#Elevation: 31.0 m a.s.l.
#http://solargis.info/imaps/#tl=Google:satellite&loc=24.133889,54.520833&z=14 
#
#
#Output from the climate database Solargis v2.1.28
#
#Solar radiation data
#Description: data calculated from Meteosat MSG IODC and Meteosat MFG IODC satellite data ((c) 2019 EUMETSAT) and from atmospheric data ((c) 2019 ECMWF, NOAA and NASA) by Solargis method 
#Summarization type: hourly (typical meteorological year)
#Summarization period: 01/01/1999 - 31/12/2018
#Spatial resolution: 250 m
#
#Meteorological data
#Description: spatially disaggregated from CFSR, CFSv2 and GFS ((c) 2019 NOAA) and MERRA2 ((c) 2019 NASA) by Solargis method 
#Summarization type: hourly (typical meteorological year)
#Summarization period: 01/01/1999 - 31/12/2018
#Spatial resolution: temperature 1 km, other meteorological parameters 33 km to 55 km
#
#Service provider: Solargis s.r.o., M. Marecka 3, Bratislava, Slovakia
#Company ID: 45 354 766, VAT Number: SK2022962766
#Registration: Business register, District Court Bratislava I, Section Sro, File 62765/B
#http://solargis.com, contact@solargis.com
#
#Disclaimer:
#Considering the nature of climate fluctuations, interannual and long-term changes, as well as the uncertainty of measurements and calculations, Solargis s.r.o. cannot take full guarantee of the accuracy of estimates. The maximum possible has been done for the assessment of climate conditions based on the best available data, software and knowledge. Solargis s.r.o. shall not be liable for any direct, incidental, consequential, indirect or punitive damages arising or alleged to have arisen out of use of the provided data. Solargis is a trade mark of Solargis s.r.o.
#
#Copyright (c) 2019 Solargis s.r.o.
#
#
#TMY method: SolarGIS_2
#TMY created from following years: 1:2007 2:2014 3:2001 4:2008 5:2009 6:2001 7:2009 8:2010 9:2003 10:2004 11:2009 12:2003 
#
#Columns:
#Day - Day of year
#Time - Time reference UTC+4, time step 60 min, time format HH:MM, center of the averaging interval
#GHI - Global horizontal irradiation [Wh/m2], no data value -9
#DNI - Direct normal irradiation [Wh/m2], no data value -9
#DIF - Diffuse horizontal irradiation [Wh/m2], no data value -9
#SE - Sun altitude (elevation) angle [deg.]
#SA - Sun azimuth angle [deg.]
#TEMP - Air temperature at 2 m [deg. C]
#WS - Wind speed at 10 m [m/s]
#WD - Wind direction at 10 m [deg.]
#RH - Relative humidity [%]
#AP - Atmospheric pressure [hPa]
#PWAT - Precipitable water [kg/m2], no data value -99
#
#Data:
Day;Time;GHI;DNI;DIF;SE;SA;TEMP;WS;WD;RH;AP;PWAT
55;23:30;0;0;0;-68.26;131.88;19.9;3.0;47;46.3;1012.2;18.2
56;0:30;0;0;0;-74.47;174.97;19.4;2.7;57;48.9;1012.2;18.3
56;1:30;0;0;0;-70.06;-138.08;18.9;2.3;70;50.5;1012.0;18.3
56;2:30;0;0;0;-58.98;-114.06;18.4;2.1;86;51.3;1011.7;18.2
56;3:30;0;0;0;-45.91;-102.24;18.1;2.0;100;51.2;1011.6;18.9
56;4:30;0;0;0;-32.29;-94.58;17.4;2.1;98;53.2;1011.6;20.2
56;5:30;0;0;0;-18.63;-88.21;16.6;2.5;91;57.0;1012.1;20.3
56;6:30;2;4;2;-4.63;-82.24;16.6;2.9;107;55.8;1013.0;20.4
56;7:30;101;162;71;8.62;-75.95;17.5;3.7;125;51.1;1013.6;20.1
56;8:30;301;382;159;21.53;-68.62;19.9;4.6;139;42.5;1013.8;19.8
56;9:30;510;522;223;33.79;-59.20;22.4;5.2;149;35.8;1014.1;19.3
56;10:30;687;620;258;44.67;-46.11;25.0;4.9;156;31.7;1014.2;18.8
56;11:30;806;681;271;52.86;-27.26;26.9;4.1;158;29.4;1013.7;18.7
56;12:30;853;704;274;56.39;-2.45;28.1;2.9;152;27.2;1013.5;19.2
56;13:30;820;688;272;53.93;23.03;28.8;1.5;145;25.5;1012.9;19.9
56;14:30;714;634;261;46.44;43.10;29.3;0.6;67;24.3;1012.1;20.3
56;15:30;546;543;231;35.95;57.11;29.4;1.6;6;24.0;1011.4;20.2
56;16:30;340;409;174;23.87;67.06;29.0;2.7;7;24.9;1010.7;19.7
56;17:30;130;211;85;11.02;74.69;27.8;3.4;8;28.1;1010.7;19.9
56;18:30;11;21;9;-2.17;81.11;25.4;4.6;1;35.1;1011.7;20.8
56;19:30;0;0;0;-16.08;87.09;23.6;5.6;7;42.3;1013.1;21.5
56;20:30;0;0;0;-29.75;93.32;22.5;5.7;20;47.2;1013.7;21.6
56;21:30;0;0;0;-43.31;100.84;21.8;5.5;30;50.9;1013.7;20.9
56;22:30;0;0;0;-56.42;111.82;21.2;4.8;40;53.0;1013.6;19.8
56;23:30;0;0;0;-68.01;132.62;20.6;3.7;48;54.9;1013.4;20.0
57;0:30;0;0;0;-74.12;175.19;20.0;3.0;57;56.5;1013.0;20.0
57;1:30;0;0;0;-69.75;-138.65;19.5;2.4;65;56.5;1012.7;20.0
57;2:30;0;0;0;-58.75;-114.64;18.9;1.9;68;55.8;1012.5;20.1
57;3:30;0;0;0;-45.71;-102.71;18.3;1.5;72;55.5;1011.9;20.6
57;4:30;0;0;0;-32.11;-94.98;17.2;1.2;70;57.9;1011.7;21.4
57;5:30;0;0;0;-18.45;-88.56;16.1;1.3;59;62.1;1012.4;21.5
57;6:30;7;10;6;-4.47;-82.57;15.8;1.3;47;63.5;1013.1;21.7
57;7:30;83;81;70;8.81;-76.28;17.1;1.3;57;58.7;1013.9;21.7
57;8:30;289;308;171;21.75;-68.94;20.8;1.5;83;45.7;1014.3;21.3
57;9:30;510;509;229;34.05;-59.54;23.5;1.7;100;36.7;1014.6;21.5
57;10:30;687;608;264;44.97;-46.42;26.2;1.5;110;29.2;1014.5;22.0
57;11:30;805;668;279;53.21;-27.47;28.5;0.7;85;23.8;1013.9;21.5
57;12:30;851;692;282;56.76;-2.42;29.8;1.2;263;20.7;1013.4;21.4
57;13:30;819;675;279;54.26;23.31;30.3;2.7;342;19.4;1012.5;21.1
57;14:30;712;621;268;46.71;43.48;30.6;3.8;343;18.6;1011.7;20.7
57;15:30;545;529;236;36.15;57.49;30.5;4.5;345;18.3;1011.1;19.4
57;16:30;339;389;181;24.04;67.43;29.9;4.7;338;19.0;1010.6;17.7
57;17:30;131;203;87;11.15;75.05;28.3;4.8;328;22.2;1010.9;17.1
57;18:30;11;20;9;-2.06;81.47;25.6;4.8;337;29.0;1011.5;16.8
57;19:30;0;0;0;-15.97;87.46;23.5;4.5;345;36.1;1011.9;16.8
57;20:30;0;0;0;-29.64;93.74;22.5;3.6;353;40.5;1012.1;17.0
57;21:30;0;0;0;-43.19;101.33;21.6;3.0;93;43.3;1012.3;16.8
57;22:30;0;0;0;-56.26;112.44;20.9;2.7;12;46.0;1012.3;16.1
57;23:30;0;0;0;-67.76;133.35;20.1;2.5;21;50.0;1012.2;15.6
58;0:30;0;0;0;-73.77;175.40;19.4;2.1;36;53.6;1012.1;15.3
58;1:30;0;0;0;-69.43;-139.19;18.7;1.8;56;56.1;1011.8;15.3
58;2:30;0;0;0;-58.52;-115.21;17.9;1.4;78;58.2;1011.7;15.6
58;3:30;0;0;0;-45.52;-103.17;17.3;1.1;104;59.9;1011.9;15.8
58;4:30;0;0;0;-31.92;-95.37;16.1;0.9;116;64.3;1012.0;15.9
58;5:30;0;0;0;-18.27;-88.91;14.4;0.6;102;71.8;1012.1;16.0
58;6:30;8;17;7;-4.30;-82.90;14.0;0.4;83;74.0;1013.1;15.8
58;7:30;107;197;71;9.01;-76.60;15.5;0.6;82;66.1;1013.7;15.4
58;8:30;309;383;165;21.97;-69.27;19.5;0.9;90;50.2;1013.7;14.8
58;9:30;518;525;226;34.31;-59.87;22.6;1.3;84;38.9;1013.9;15.0
58;10:30;704;652;248;45.27;-46.74;25.5;1.7;62;28.7;1014.0;15.7
58;11:30;826;720;256;53.56;-27.67;27.9;2.2;38;21.5;1013.3;15.2
58;12:30;873;743;259;57.13;-2.37;29.8;2.7;12;17.1;1012.5;14.9
58;13:30;840;727;257;54.59;23.60;31.0;3.6;353;15.3;1011.7;14.8
58;14:30;732;673;248;46.97;43.87;31.5;4.6;345;14.8;1010.6;14.9
58;15:30;562;583;222;36.36;57.89;31.3;5.5;340;15.2;1009.9;15.2
58;16:30;352;447;169;24.20;67.80;30.3;5.8;334;16.7;1009.5;15.6
58;17:30;138;238;86;11.29;75.41;28.3;5.9;327;20.7;1009.8;16.0
58;18:30;12;23;10;-1.95;81.83;25.3;5.9;331;28.5;1010.8;16.7
58;19:30;0;0;0;-15.86;87.84;23.2;5.2;340;36.8;1011.5;17.5
58;20:30;0;0;0;-29.53;94.16;22.1;4.3;266;43.8;1011.7;18.1
58;21:30;0;0;0;-43.06;101.82;21.2;3.6;16;50.4;1011.6;18.3
58;22:30;0;0;0;-56.10;113.06;20.4;3.4;41;56.4;1011.3;18.1
58;23:30;0;0;0;-67.51;134.07;19.8;3.4;59;61.3;1011.4;18.5
59;0:30;0;0;0;-73.41;175.61;19.2;2.9;74;64.2;1011.7;18.7
59;1:30;0;0;0;-69.12;-139.72;18.7;2.2;84;65.3;1011.5;18.7
59;2:30;0;0;0;-58.28;-115.77;18.1;1.7;93;65.2;1011.0;18.6
59;3:30;0;0;0;-45.31;-103.63;17.6;1.3;104;65.0;1011.1;18.5
59;4:30;0;0;0;-31.74;-95.76;16.7;1.1;138;64.8;1011.3;18.5
59;5:30;0;0;0;-18.08;-89.26;15.7;1.4;179;63.9;1010.5;18.7
59;6:30;8;14;7;-4.13;-83.23;15.6;1.4;188;60.5;1011.0;18.6
59;7:30;105;168;73;9.20;-76.93;17.3;1.8;181;51.4;1011.6;18.2
59;8:30;308;368;169;22.20;-69.60;21.4;2.5;171;36.8;1011.8;17.7
59;9:30;518;511;231;34.57;-60.21;24.8;3.0;166;27.0;1012.2;17.2
59;10:30;695;610;266;45.58;-47.05;27.5;2.9;170;21.1;1012.3;16.8
59;11:30;814;670;280;53.92;-27.88;29.7;2.2;197;17.0;1011.4;16.3
59;12:30;860;693;283;57.50;-2.32;31.6;2.1;259;14.4;1010.9;16.2
59;13:30;826;677;281;54.92;23.91;32.7;3.3;303;13.6;1010.3;16.9
59;14:30;719;622;269;47.24;44.27;32.9;4.8;321;13.6;1009.3;17.8
59;15:30;551;530;238;36.56;58.29;32.3;6.1;330;14.8;1008.4;18.9
59;16:30;344;391;183;24.36;68.18;30.9;7.0;336;17.2;1008.0;20.1
59;17:30;134;206;89;11.42;75.78;29.0;6.9;341;20.7;1008.3;20.9
59;18:30;18;32;16;-1.83;82.20;26.3;5.6;347;25.6;1008.8;21.4
59;19:30;0;0;0;-15.74;88.22;24.4;4.1;355;30.9;1009.1;21.8
59;20:30;0;0;0;-29.42;94.58;23.4;3.0;92;34.9;1009.2;22.3
59;21:30;0;0;0;-42.93;102.31;22.5;2.3;6;38.5;1009.5;23.5
59;22:30;0;0;0;-55.93;113.67;22.1;2.2;6;39.9;1009.7;24.9
59;23:30;0;0;0;-67.25;134.79;22.2;2.6;19;38.3;1009.5;25.0
60;0:30;0;0;0;-73.00;175.84;17.0;3.0;54;76.4;1014.3;9.3
60;1:30;0;0;0;-68.75;-140.31;17.1;2.9;64;74.2;1013.7;9.7
60;2:30;0;0;0;-58.00;-116.41;17.1;2.7;69;71.6;1013.6;10.3
60;3:30;0;0;0;-45.08;-104.16;17.0;2.5;73;68.9;1013.7;11.0
60;4:30;0;0;0;-31.52;-96.21;16.9;2.3;76;66.1;1014.2;12.1
60;5:30;0;0;0;-17.87;-89.66;16.7;2.0;80;64.5;1015.0;13.0
60;6:30;2;1;2;-3.93;-83.62;17.1;1.9;95;60.4;1015.6;13.2
60;7:30;98;134;69;9.43;-77.31;19.1;2.2;113;51.9;1016.0;13.2
60;8:30;333;480;146;22.45;-69.99;21.7;2.3;125;42.6;1016.9;13.0
60;9:30;551;642;187;34.86;-60.60;25.0;1.7;139;34.0;1017.5;13.0
60;10:30;731;736;208;45.93;-47.43;28.0;1.6;165;26.0;1017.1;13.3
60;11:30;850;791;216;54.33;-28.13;30.0;1.7;181;20.3;1016.0;13.7
60;12:30;897;810;218;57.94;-2.27;31.0;1.5;191;17.8;1014.8;14.3
60;13:30;862;794;217;55.31;24.26;31.5;1.1;198;16.9;1013.7;14.8
60;14:30;752;739;213;47.54;44.73;31.6;0.6;210;16.9;1013.2;15.2
60;15:30;583;659;192;36.80;58.75;31.3;0.4;258;17.5;1012.8;15.9
60;16:30;366;500;157;24.55;68.62;30.2;0.7;316;19.6;1013.1;17.0
60;17:30;140;261;84;11.58;76.19;27.7;1.5;342;25.0;1014.0;17.7
60;18:30;20;54;17;-1.69;82.61;25.2;2.5;355;32.2;1014.5;18.0
60;19:30;0;0;0;-15.61;88.66;23.7;3.0;4;40.1;1015.0;18.1
60;20:30;0;0;0;-29.28;95.06;22.2;3.1;14;49.0;1015.5;18.2
60;21:30;0;0;0;-42.78;102.88;21.0;3.2;28;57.3;1015.3;18.9
60;22:30;0;0;0;-55.73;114.37;20.2;3.3;43;63.2;1014.8;20.4
60;23:30;0;0;0;-66.95;135.59;19.8;3.3;53;66.4;1014.6;21.3
61;0:30;0;0;0;-72.63;176.06;19.6;3.2;57;67.2;1014.3;21.4
61;1:30;0;0;0;-68.42;-140.80;19.4;3.1;60;67.0;1013.8;21.4
61;2:30;0;0;0;-57.75;-116.95;19.2;3.1;67;65.5;1013.6;21.4
61;3:30;0;0;0;-44.87;-104.62;19.0;3.1;80;62.8;1013.5;21.1
61;4:30;0;0;0;-31.32;-96.60;18.7;3.1;96;58.9;1013.9;20.3
61;5:30;0;0;0;-17.68;-90.02;18.3;3.0;114;54.0;1014.7;19.8
61;6:30;9;19;8;-3.74;-83.95;18.8;3.3;134;46.9;1015.2;19.6
61;7:30;116;210;76;9.63;-77.64;20.8;3.9;150;37.5;1016.0;19.3
61;8:30;294;301;183;22.68;-70.32;23.3;4.0;162;30.1;1016.5;19.0
61;9:30;513;472;242;35.13;-60.94;26.7;3.7;171;25.1;1016.5;18.9
61;10:30;700;606;271;46.24;-47.75;29.6;3.1;171;21.8;1016.2;19.0
61;11:30;831;697;270;54.69;-28.34;31.1;2.5;172;18.9;1015.2;19.0
61;12:30;886;751;255;58.31;-2.21;32.0;2.0;181;17.5;1014.1;19.0
61;13:30;832;671;286;55.64;24.58;32.5;1.7;191;16.5;1013.2;19.0
61;14:30;687;501;318;47.80;45.15;32.5;1.4;197;15.7;1012.7;19.0
61;15:30;359;110;291;37.00;59.16;32.1;1.1;191;15.8;1012.2;19.3
61;16:30;205;89;175;24.71;69.01;31.0;0.7;173;17.0;1011.8;20.2
61;17:30;132;194;92;11.70;76.56;29.2;0.3;85;20.2;1012.1;20.7
61;18:30;20;39;17;-1.58;82.98;27.6;0.8;19;23.7;1012.6;20.3
61;19:30;0;0;0;-15.50;89.04;26.2;1.3;20;27.9;1013.0;20.1
61;20:30;0;0;0;-29.17;95.48;24.9;1.7;29;32.8;1013.5;19.6
61;21:30;0;0;0;-42.65;103.37;23.9;1.9;41;38.0;1013.5;19.0
61;22:30;0;0;0;-55.56;114.99;22.9;2.1;54;42.4;1013.3;18.3
61;23:30;0;0;0;-66.69;136.28;22.0;2.2;64;46.0;1012.8;17.6
62;0:30;0;0;0;-72.27;176.28;21.4;2.2;69;48.4;1012.3;16.8
62;1:30;0;0;0;-68.09;-141.28;21.1;2.0;70;49.6;1011.8;16.1
62;2:30;0;0;0;-57.49;-117.49;21.0;1.8;73;50.0;1011.5;15.7
62;3:30;0;0;0;-44.65;-105.07;20.7;1.6;83;49.9;1011.7;15.1
62;4:30;0;0;0;-31.12;-96.99;20.3;1.6;103;49.6;1012.1;13.8
62;5:30;0;0;0;-17.48;-90.37;19.4;1.9;126;49.4;1012.9;13.2
62;6:30;10;27;9;-3.55;-84.28;19.4;2.4;144;46.6;1013.9;13.2
62;7:30;124;261;74;9.84;-77.96;21.5;3.0;157;39.3;1014.6;13.0
62;8:30;321;394;170;22.92;-70.66;24.5;3.4;164;31.2;1015.0;12.9
62;9:30;510;471;240;35.39;-61.28;28.0;2.6;168;24.4;1015.2;12.7
62;10:30;706;619;262;46.55;-48.08;30.7;1.7;174;18.8;1014.7;12.1
62;11:30;862;789;225;55.05;-28.55;32.2;1.1;193;15.5;1014.0;11.7
62;12:30;909;812;225;58.69;-2.14;33.0;0.8;224;14.9;1013.0;11.6
62;13:30;857;744;249;55.98;24.92;33.3;0.8;257;14.9;1012.0;11.7
62;14:30;712;582;286;48.06;45.58;33.3;0.9;282;15.7;1011.2;11.8
62;15:30;555;550;230;37.19;59.58;32.9;1.1;301;16.7;1010.8;12.0
62;16:30;363;463;167;24.86;69.40;31.7;1.4;320;18.7;1011.0;12.7
62;17:30;143;247;88;11.83;76.94;29.0;1.9;337;23.8;1011.5;12.9
62;18:30;21;47;18;-1.47;83.35;26.2;2.6;350;30.0;1012.0;12.6
62;19:30;0;0;0;-15.39;89.43;24.6;2.9;94;36.1;1012.6;12.4
62;20:30;0;0;0;-29.06;95.91;23.3;3.0;17;42.6;1013.1;12.5
62;21:30;0;0;0;-42.52;103.87;22.1;3.0;31;48.4;1013.5;12.5
62;22:30;0;0;0;-55.38;115.60;21.2;2.9;45;53.0;1013.5;12.6
62;23:30;0;0;0;-66.42;136.98;20.5;2.9;59;55.3;1013.2;12.7
63;0:30;0;0;0;-71.90;176.49;20.1;2.7;70;55.2;1012.6;12.6
63;1:30;0;0;0;-67.75;-141.73;20.0;2.5;76;53.2;1012.5;12.4
63;2:30;0;0;0;-57.23;-118.01;20.1;2.1;78;50.0;1012.5;12.3
63;3:30;0;0;0;-44.43;-105.52;20.3;1.7;77;47.7;1012.5;12.3
63;4:30;0;0;0;-30.92;-97.37;20.4;1.4;77;46.5;1012.9;12.6
63;5:30;0;0;0;-17.28;-90.72;20.4;0.9;81;46.4;1013.5;12.8
63;6:30;3;3;3;-3.35;-84.61;20.6;0.4;99;46.7;1013.9;13.1
63;7:30;110;155;76;10.05;-78.29;21.7;0.5;162;45.4;1014.9;13.0
63;8:30;312;352;171;23.15;-70.99;23.9;0.9;189;39.5;1015.5;12.8
63;9:30;529;515;231;35.66;-61.63;27.7;1.1;231;28.7;1015.5;12.7
63;10:30;723;653;252;46.87;-48.41;31.1;2.0;259;21.5;1015.1;12.7
63;11:30;857;765;234;55.42;-28.76;32.5;2.6;260;20.3;1014.3;12.9
63;12:30;896;759;252;59.08;-2.07;33.1;2.7;268;19.8;1013.4;13.3
63;13:30;810;594;323;56.31;25.26;33.2;3.1;283;20.1;1012.3;13.7
63;14:30;734;622;276;48.31;46.01;33.0;3.7;293;20.5;1011.5;14.0
63;15:30;490;327;288;37.39;60.00;32.3;4.1;300;21.5;1011.4;14.1
63;16:30;328;334;192;25.02;69.79;30.9;4.2;307;24.3;1011.5;13.8
63;17:30;150;267;89;11.96;77.31;27.7;4.2;318;32.1;1012.0;13.9
63;18:30;22;43;19;-1.35;83.73;24.7;4.5;327;44.1;1012.8;14.7
63;19:30;0;0;0;-15.29;89.82;23.2;4.5;336;55.8;1013.4;15.4
63;20:30;0;0;0;-28.95;96.33;22.0;3.9;344;64.6;1013.5;15.9
63;21:30;0;0;0;-42.39;104.37;21.1;3.2;351;71.0;1013.5;16.2
63;22:30;0;0;0;-55.21;116.21;20.2;2.9;356;76.5;1013.5;16.6
63;23:30;0;0;0;-66.16;137.66;19.5;2.7;92;80.8;1013.1;16.9
64;0:30;0;0;0;-71.53;176.71;18.9;2.4;9;84.6;1012.5;17.2
64;1:30;0;0;0;-67.41;-142.17;18.5;2.1;14;86.7;1012.2;17.9
64;2:30;0;0;0;-56.96;-118.53;18.3;1.8;15;87.2;1011.6;19.1
64;3:30;0;0;0;-44.20;-105.96;18.3;1.4;179;86.8;1011.9;19.4
64;4:30;0;0;0;-30.71;-97.76;18.1;1.3;317;87.8;1012.5;17.8
64;5:30;0;0;0;-17.08;-91.07;17.6;1.7;292;91.2;1012.9;17.2
64;6:30;4;3;3;-3.15;-84.95;18.1;1.8;284;90.3;1013.6;17.9
64;7:30;84;57;74;10.26;-78.62;20.3;2.0;286;79.8;1013.9;18.4
64;8:30;291;252;186;23.39;-71.33;23.1;2.4;299;63.2;1014.3;18.7
64;9:30;533;504;239;35.93;-61.98;26.1;2.9;310;46.1;1014.4;19.1
64;10:30;695;543;300;47.18;-48.74;28.6;3.3;311;35.9;1014.0;19.6
64;11:30;841;681;285;55.78;-28.97;30.1;3.7;308;32.4;1013.1;20.0
64;12:30;750;405;407;59.46;-1.99;30.7;4.2;304;31.3;1012.5;20.5
64;13:30;658;289;422;56.64;25.62;30.5;4.9;302;31.1;1011.9;20.9
64;14:30;667;453;332;48.57;46.46;29.8;5.4;302;32.0;1011.3;21.2
64;15:30;426;201;305;37.58;60.43;28.9;5.6;301;33.5;1011.3;21.8
64;16:30;106;22;95;25.17;70.19;27.7;5.5;300;36.0;1011.4;22.8
64;17:30;39;18;37;12.08;77.69;26.0;4.8;300;40.2;1011.8;23.4
64;18:30;15;10;14;-1.24;84.10;24.5;4.0;298;45.9;1012.5;23.4
64;19:30;0;0;0;-15.18;90.21;23.6;3.7;298;50.5;1012.5;23.1
64;20:30;0;0;0;-28.84;96.76;23.0;3.3;297;54.1;1012.5;22.5
64;21:30;0;0;0;-42.26;104.87;22.4;3.0;300;57.6;1012.5;22.0
64;22:30;0;0;0;-55.03;116.83;21.6;2.9;303;62.7;1012.2;21.7
64;23:30;0;0;0;-65.89;138.33;20.7;3.0;306;69.1;1011.6;21.3
65;0:30;0;0;0;-71.16;176.92;19.8;3.1;308;75.4;1011.4;20.7
65;1:30;0;0;0;-67.06;-142.60;19.2;3.1;308;80.6;1011.0;20.2
65;2:30;0;0;0;-56.69;-119.04;18.7;3.1;308;84.8;1010.5;19.8
65;3:30;0;0;0;-43.97;-106.41;18.3;3.1;308;88.4;1010.5;19.4
65;4:30;0;0;0;-30.50;-98.14;18.0;3.1;306;91.0;1010.9;18.8
65;5:30;0;0;0;-16.87;-91.42;17.7;3.1;301;92.2;1011.6;18.2
65;6:30;12;39;10;-2.94;-85.28;18.6;3.0;294;87.8;1012.0;17.5
65;7:30;143;365;70;10.48;-78.96;21.3;3.3;291;74.3;1012.6;16.6
65;8:30;368;604;128;23.63;-71.67;24.2;4.1;297;56.2;1012.9;15.6
65;9:30;591;737;161;36.20;-62.33;27.2;5.0;305;38.2;1013.0;14.8
65;10:30;756;777;193;47.50;-49.08;29.2;5.6;305;29.4;1012.6;14.1
65;11:30;887;836;202;56.15;-29.19;30.2;6.0;302;25.4;1012.0;13.2
65;12:30;939;883;187;59.84;-1.91;30.6;6.5;301;23.6;1011.4;11.9
65;13:30;894;835;203;56.97;25.99;30.6;7.0;302;22.9;1011.1;10.8
65;14:30;731;639;258;48.82;46.91;30.2;7.4;303;22.9;1010.5;10.0
65;15:30;580;626;204;37.77;60.86;29.3;7.6;305;24.2;1010.4;9.6
65;16:30;368;498;157;25.32;70.59;27.9;7.0;307;27.1;1010.5;9.5
65;17:30;158;345;81;12.20;78.08;25.3;5.2;308;34.0;1010.5;9.6
65;18:30;24;71;19;-1.13;84.48;22.3;3.5;309;44.4;1011.0;9.8
65;19:30;0;0;0;-15.07;90.60;20.9;3.0;307;52.8;1011.5;9.7
65;20:30;0;0;0;-28.73;97.20;20.0;2.7;301;59.2;1011.6;9.4
65;21:30;0;0;0;-42.12;105.37;19.4;2.6;293;64.2;1011.6;9.3
65;22:30;0;0;0;-54.85;117.44;18.8;2.6;288;68.7;1011.4;9.5
65;23:30;0;0;0;-65.61;139.00;18.3;2.7;286;72.5;1011.0;9.7
66;0:30;0;0;0;-70.79;177.14;17.7;2.8;287;76.5;1010.5;9.6
66;1:30;0;0;0;-66.71;-143.01;17.3;2.8;288;80.3;1010.4;9.5
66;2:30;0;0;0;-56.41;-119.55;16.9;2.7;288;82.9;1010.1;9.6
66;3:30;0;0;0;-43.74;-106.84;16.8;2.5;287;84.5;1009.7;9.8
66;4:30;0;0;0;-30.28;-98.53;16.6;2.3;283;85.6;1010.0;10.4
66;5:30;0;0;0;-16.67;-91.77;16.4;2.1;277;86.9;1010.8;10.9
66;6:30;13;42;10;-2.72;-85.62;17.0;2.0;268;84.4;1011.4;11.0
66;7:30;143;379;67;10.69;-79.29;19.2;2.0;263;73.6;1011.8;10.8
66;8:30;359;593;122;23.87;-72.01;21.8;2.3;275;58.1;1012.4;10.6
66;9:30;547;606;195;36.47;-62.68;24.5;2.8;291;43.1;1012.2;10.4
66;10:30;746;728;213;47.82;-49.41;27.0;3.3;302;32.5;1011.6;10.3
66;11:30;903;888;173;56.52;-29.40;29.0;4.0;308;26.3;1011.0;10.1
66;12:30;940;895;174;60.23;-1.82;29.9;4.4;310;23.5;1010.0;9.8
66;13:30;880;836;187;57.30;26.37;30.3;4.8;313;22.3;1009.1;9.7
66;14:30;754;730;210;49.07;47.37;30.2;5.2;313;22.6;1008.6;9.5
66;15:30;578;648;186;37.96;61.30;29.6;5.4;313;23.9;1008.6;9.8
66;16:30;371;541;142;25.46;71.00;28.2;5.1;314;27.2;1008.9;10.7
66;17:30;166;413;73;12.32;78.46;25.4;4.2;316;35.0;1009.3;11.4
66;18:30;25;83;20;-1.02;84.86;22.5;3.4;318;46.5;1009.9;11.7
66;19:30;0;0;0;-14.97;90.99;21.3;3.1;321;56.6;1010.5;11.5
66;20:30;0;0;0;-28.61;97.63;20.4;2.7;325;64.9;1010.5;11.0
66;21:30;0;0;0;-41.99;105.87;19.6;2.4;330;71.3;1010.6;11.0
66;22:30;0;0;0;-54.67;118.04;19.1;2.0;339;75.3;1010.2;11.6
66;23:30;0;0;0;-65.34;139.66;18.8;1.6;267;78.5;1009.6;11.8
67;0:30;0;0;0;-70.41;177.35;18.3;1.4;24;81.9;1009.2;11.7
67;1:30;0;0;0;-66.36;-143.41;17.7;1.4;50;85.2;1008.6;11.9
67;2:30;0;0;0;-56.13;-120.04;17.1;1.4;70;88.2;1008.5;12.1
67;3:30;0;0;0;-43.50;-107.28;16.7;1.2;84;89.6;1008.5;12.4
67;4:30;0;0;0;-30.06;-98.91;16.7;0.9;97;88.5;1008.6;13.2
67;5:30;0;0;0;-16.45;-92.12;16.8;0.5;113;86.5;1009.0;13.7
67;6:30;12;32;10;-2.50;-85.95;17.3;0.3;130;83.1;1009.9;13.7
67;7:30;142;306;78;10.91;-79.62;18.7;0.2;115;76.1;1010.5;13.6
67;8:30;354;496;154;24.11;-72.35;21.1;0.5;189;62.5;1010.7;13.5
67;9:30;550;562;218;36.75;-63.03;24.6;1.2;349;42.3;1010.7;13.9
67;10:30;756;729;219;48.14;-49.75;27.4;1.5;267;29.1;1010.2;14.7
67;11:30;883;815;209;56.89;-29.62;29.4;1.6;3;24.0;1009.3;15.2
67;12:30;926;828;214;60.61;-1.72;31.1;2.1;179;20.3;1008.3;15.3
67;13:30;854;698;272;57.63;26.76;32.2;2.7;353;18.6;1007.5;15.6
67;14:30;722;588;285;49.32;47.84;32.4;3.3;347;18.0;1007.1;16.2
67;15:30;594;647;201;38.14;61.75;32.0;3.7;342;18.8;1007.0;17.1
67;16:30;388;539;155;25.61;71.41;30.5;3.7;339;22.3;1007.4;18.6
67;17:30;138;182;90;12.44;78.85;27.5;3.4;338;29.6;1007.5;19.4
67;18:30;8;4;8;-0.90;85.24;24.7;3.3;343;40.1;1008.0;19.1
67;19:30;0;0;0;-14.86;91.39;23.3;3.1;351;50.2;1008.7;18.8
67;20:30;0;0;0;-28.50;98.06;22.2;2.7;92;58.7;1008.8;18.7
67;21:30;0;0;0;-41.86;106.38;21.4;2.4;16;65.2;1008.6;18.8
